year,sex,agegrp,Flag,deaths,pop,rate
2008,M,70-79,Both,1,145787,0.6859322162
2008,M,70-79,Prescription,6,145787,4.1155932971
2008,M,70-79,Illicit,0,145787,0
2008,M,80+,Neither,3,82384,3.6414837833
2008,M,80+,Both,0,82384,0
2008,M,80+,Prescription,5,82384,6.0691396388
2008,M,80+,Illicit,0,82384,0
2008,T,Total,Neither,171,6608245,2.5876764557
2008,T,Total,Both,120,6608245,1.8159133022
2008,T,Total,Prescription,677,6608245,10.244777547
2008,T,Total,Illicit,145,6608245,2.1942285735
2008,T,0-9,Neither,0,861207,0
2008,T,0-9,Both,0,861207,0
2008,T,0-9,Prescription,3,861207,0.3483483065
2008,T,0-9,Illicit,0,861207,0
2008,T,10-19,Neither,10,903943,1.1062644437
2008,T,10-19,Both,2,903943,0.2212528887
2008,T,10-19,Prescription,17,903943,1.8806495542
2008,T,10-19,Illicit,2,903943,0.2212528887
2008,T,20-29,Neither,23,949629,2.4219984857
2008,T,20-29,Both,16,949629,1.6848685118
2008,T,20-29,Prescription,86,949629,9.056168251
2008,T,20-29,Illicit,24,949629,2.5273027677
2008,T,30-39,Neither,32,893952,3.5796105384
2008,T,30-39,Both,25,893952,2.7965707331
2008,T,30-39,Prescription,97,893952,10.850694444
2008,T,30-39,Illicit,22,893952,2.4609822451
2008,T,40-49,Neither,49,968480,5.0594746407
2008,T,40-49,Both,40,968480,4.1301833801
2008,T,40-49,Prescription,199,968480,20.547662316
2008,T,40-49,Illicit,59,968480,6.0920204857
2008,T,50-59,Neither,38,914201,4.1566351382
2008,T,50-59,Both,33,914201,3.6097094621
2008,T,50-59,Prescription,206,914201,22.533337855
2008,T,50-59,Illicit,28,914201,3.0627837861
2008,T,60-69,Neither,10,579232,1.7264239545
2008,T,60-69,Both,3,579232,0.5179271863
2008,T,60-69,Prescription,51,579232,8.8047621678
2008,T,60-69,Illicit,10,579232,1.7264239545
2008,T,70-79,Neither,4,315285,1.2686934044
2008,T,70-79,Both,1,315285,0.3171733511
2008,T,70-79,Prescription,9,315285,2.8545601599
2008,T,70-79,Illicit,0,315285,0
2008,T,80+,Neither,5,222316,2.2490509005
2008,T,80+,Both,0,222316,0
2008,T,80+,Prescription,9,222316,4.0482916209
2008,T,80+,Illicit,0,222316,0
2009,F,Total,Neither,47,3341418,1.4065884603
2009,F,Total,Both,48,3341418,1.4365158744
2009,F,Total,Prescription,326,3341418,9.7563369803
2009,F,Total,Illicit,33,3341418,0.9876046636
2009,F,0-9,Neither,0,423360,0
2009,F,0-9,Both,0,423360,0
2009,F,0-9,Prescription,0,423360,0
2009,F,0-9,Illicit,0,423360,0
2009,F,10-19,Neither,3,438882,0.683555033
2009,F,10-19,Both,2,438882,0.4557033553
2009,F,10-19,Prescription,4,438882,0.9114067107
2009,F,10-19,Illicit,0,438882,0
2009,F,20-29,Neither,2,468549,0.4268496998
2009,F,20-29,Both,3,468549,0.6402745497
2009,F,20-29,Prescription,21,468549,4.4819218481
2009,F,20-29,Illicit,6,468549,1.2805490995
2009,F,30-39,Neither,13,436492,2.9782905529
2009,F,30-39,Both,11,436492,2.5200920063
2009,F,30-39,Prescription,56,436492,12.829559305
2009,F,30-39,Illicit,6,436492,1.3745956398
2009,F,40-49,Neither,15,476802,3.1459599582
2009,F,40-49,Both,17,476802,3.565421286
2009,F,40-49,Prescription,96,476802,20.134143733
2009,F,40-49,Illicit,9,476802,1.8875759749
2009,F,50-59,Neither,7,470564,1.4875766102
2009,F,50-59,Both,14,470564,2.9751532204
2009,F,50-59,Prescription,101,470564,21.463605376
2009,F,50-59,Illicit,9,470564,1.9125984988
2009,F,60-69,Neither,3,313143,0.95802876
2009,F,60-69,Both,1,313143,0.31934292
2009,F,60-69,Prescription,33,313143,10.53831636
2009,F,60-69,Illicit,3,313143,0.95802876
2009,F,70-79,Neither,2,172288,1.1608469539
2009,F,70-79,Both,0,172288,0
2009,F,70-79,Prescription,11,172288,6.3846582467
2009,F,70-79,Illicit,0,172288,0
2009,F,80+,Neither,2,141338,1.4150476164
2009,F,80+,Both,0,141338,0
2009,F,80+,Prescription,4,141338,2.8300952327
2009,F,80+,Illicit,0,141338,0
2009,M,Total,Neither,116,3330741,3.4827085024
2009,M,Total,Both,81,3330741,2.4318912818
2009,M,Total,Prescription,323,3330741,9.6975417782
2009,M,Total,Illicit,116,3330741,3.4827085024
2009,M,0-9,Neither,0,443881,0
2009,M,0-9,Both,0,443881,0
2009,M,0-9,Prescription,0,443881,0
2009,M,0-9,Illicit,0,443881,0
2009,M,10-19,Neither,7,462361,1.5139685224
2009,M,10-19,Both,2,462361,0.432562435
2009,M,10-19,Prescription,13,462361,2.8116558274
2009,M,10-19,Illicit,0,462361,0
2009,M,20-29,Neither,11,490118,2.2443574813
2009,M,20-29,Both,12,490118,2.4483899796
2009,M,20-29,Prescription,51,490118,10.405657413
2009,M,20-29,Illicit,21,490118,4.2846824642
2009,M,30-39,Neither,20,456683,4.3794054081
2009,M,30-39,Both,17,456683,3.7224945969
2009,M,30-39,Prescription,59,456683,12.919245954
2009,M,30-39,Illicit,26,456683,5.6932270306
2009,M,40-49,Neither,26,486124,5.3484296188
2009,M,40-49,Both,18,486124,3.7027589668
2009,M,40-49,Prescription,99,486124,20.365174318
2009,M,40-49,Illicit,41,486124,8.4340620912
2009,M,50-59,Neither,38,458799,8.2824940769
2009,M,50-59,Both,27,458799,5.884930002
2009,M,50-59,Prescription,69,458799,15.039265561
2009,M,50-59,Illicit,24,458799,5.2310488907
2009,M,60-69,Neither,7,299080,2.3405109001
2009,M,60-69,Both,5,299080,1.6717935001
2009,M,60-69,Prescription,21,299080,7.0215327003
2009,M,60-69,Illicit,4,299080,1.3374348001
2009,M,70-79,Neither,5,149643,3.341285593
2009,M,70-79,Both,0,149643,0
2009,M,70-79,Prescription,5,149643,3.341285593
2009,M,70-79,Illicit,0,149643,0
2009,M,80+,Neither,2,84052,2.3794793699
2009,M,80+,Both,0,84052,0
2009,M,80+,Prescription,6,84052,7.1384381097
2009,M,80+,Illicit,0,84052,0
2009,T,Total,Neither,163,6672159,2.4429873449
2009,T,Total,Both,129,6672159,1.9334071625
2009,T,Total,Prescription,649,6672159,9.7269864222
2009,T,Total,Illicit,149,6672159,2.233160211
2009,T,0-9,Neither,0,867241,0
2009,T,0-9,Both,0,867241,0
2009,T,0-9,Prescription,0,867241,0
2009,T,0-9,Illicit,0,867241,0
2009,T,10-19,Neither,10,901243,1.1095786597
2009,T,10-19,Both,4,901243,0.4438314639
2009,T,10-19,Prescription,17,901243,1.8862837215
2009,T,10-19,Illicit,0,901243,0
2009,T,20-29,Neither,13,958667,1.356049598
2009,T,20-29,Both,15,958667,1.5646726131
2009,T,20-29,Prescription,72,958667,7.510428543
2009,T,20-29,Illicit,27,958667,2.8164107036
2009,T,30-39,Neither,33,893175,3.6946846922
2009,T,30-39,Both,28,893175,3.1348839813
2009,T,30-39,Prescription,115,893175,12.875416352
2009,T,30-39,Illicit,32,893175,3.5827245501
2009,T,40-49,Neither,41,962926,4.2578557438
2009,T,40-49,Both,35,962926,3.6347549033
2009,T,40-49,Prescription,195,962926,20.250777318
2009,T,40-49,Illicit,50,962926,5.1925070047
2009,T,50-59,Neither,45,929363,4.842026205
2009,T,50-59,Both,41,929363,4.4116238757
2009,T,50-59,Prescription,170,929363,18.292098997
2009,T,50-59,Illicit,33,929363,3.550819217
2009,T,60-69,Neither,10,612223,1.6333917543
2009,T,60-69,Both,6,612223,0.9800350526
2009,T,60-69,Prescription,54,612223,8.8203154733
2009,T,60-69,Illicit,7,612223,1.143374228
2009,T,70-79,Neither,7,321931,2.1743789818
2009,T,70-79,Both,0,321931,0
2009,T,70-79,Prescription,16,321931,4.9700091013
2009,T,70-79,Illicit,0,321931,0
2009,T,80+,Neither,4,225390,1.7747016283
2009,T,80+,Both,0,225390,0
2009,T,80+,Prescription,10,225390,4.4367540707
2009,T,80+,Illicit,0,225390,0
2010,F,Total,Neither,63,3374833,1.8667590367
2010,F,Total,Both,31,3374833,0.9185639704
2010,F,Total,Prescription,296,3374833,8.7708043628
2010,F,Total,Illicit,35,3374833,1.0370883537
2010,F,0-9,Neither,0,424744,0
2010,F,0-9,Both,0,424744,0
2010,F,0-9,Prescription,1,424744,0.2354359332
2010,F,0-9,Illicit,0,424744,0
2010,F,10-19,Neither,0,438067,0
2010,F,10-19,Both,1,438067,0.2282755834
2010,F,10-19,Prescription,5,438067,1.1413779171
2010,F,10-19,Illicit,1,438067,0.2282755834
2010,F,20-29,Neither,7,458765,1.5258356675
2010,F,20-29,Both,3,458765,0.6539295718
2010,F,20-29,Prescription,23,458765,5.0134600504
2010,F,20-29,Illicit,7,458765,1.5258356675
2010,F,30-39,Neither,11,445277,2.4703723749
2010,F,30-39,Both,5,445277,1.1228965341
2010,F,30-39,Prescription,43,445277,9.656910193
2010,F,30-39,Illicit,8,445277,1.7966344545
2010,F,40-49,Neither,15,473513,3.1678116546
2010,F,40-49,Both,14,473513,2.956624211
2010,F,40-49,Prescription,90,473513,19.006869928
2010,F,40-49,Illicit,15,473513,3.1678116546
2010,F,50-59,Neither,18,481056,3.7417681102
2010,F,50-59,Both,6,481056,1.2472560367
2010,F,50-59,Prescription,85,481056,17.66946052
2010,F,50-59,Illicit,3,481056,0.6236280184
2010,F,60-69,Neither,8,335119,2.3872117069
2010,F,60-69,Both,2,335119,0.5968029267
2010,F,60-69,Prescription,36,335119,10.742452681
2010,F,60-69,Illicit,1,335119,0.2984014634
2010,F,70-79,Neither,2,175729,1.1381160765
2010,F,70-79,Both,0,175729,0
2010,F,70-79,Prescription,10,175729,5.6905803823
2010,F,70-79,Illicit,0,175729,0
2010,F,80+,Neither,2,142563,1.4028885475
2010,F,80+,Both,0,142563,0
2010,F,80+,Prescription,3,142563,2.1043328213
2010,F,80+,Illicit,0,142563,0
2010,M,Total,Neither,122,3349707,3.6421095935
2010,M,Total,Both,60,3349707,1.7912014394
2010,M,Total,Prescription,318,3349707,9.4933676289
2010,M,Total,Illicit,97,3349707,2.8957756604
2010,M,0-9,Neither,0,444790,0
2010,M,0-9,Both,0,444790,0
2010,M,0-9,Prescription,1,444790,0.2248251984
2010,M,0-9,Illicit,0,444790,0
2010,M,10-19,Neither,5,462294,1.081562815
2010,M,10-19,Both,1,462294,0.216312563
2010,M,10-19,Prescription,11,462294,2.379438193
2010,M,10-19,Illicit,3,462294,0.648937689
2010,M,20-29,Neither,17,483145,3.5186124248
2010,M,20-29,Both,18,483145,3.7255896263
2010,M,20-29,Prescription,40,483145,8.2790880585
2010,M,20-29,Illicit,13,483145,2.690703619
2010,M,30-39,Neither,20,456713,4.3791177391
2010,M,30-39,Both,6,456713,1.3137353217
2010,M,30-39,Prescription,66,456713,14.451088539
2010,M,30-39,Illicit,12,456713,2.6274706435
2010,M,40-49,Neither,30,479094,6.2618191837
2010,M,40-49,Both,17,479094,3.5483642041
2010,M,40-49,Prescription,78,479094,16.280729878
2010,M,40-49,Illicit,41,479094,8.5578195511
2010,M,50-59,Neither,35,467318,7.4895467326
2010,M,50-59,Both,16,467318,3.4237927921
2010,M,50-59,Prescription,93,467318,19.900795604
2010,M,50-59,Illicit,23,467318,4.9217021386
2010,M,60-69,Neither,7,317442,2.2051272358
2010,M,60-69,Both,2,317442,0.6300363531
2010,M,60-69,Prescription,22,317442,6.9303998841
2010,M,60-69,Illicit,5,317442,1.5750908827
2010,M,70-79,Neither,6,153085,3.9193911879
2010,M,70-79,Both,0,153085,0
2010,M,70-79,Prescription,4,153085,2.6129274586
2010,M,70-79,Illicit,0,153085,0
2010,M,80+,Neither,2,85826,2.3302961806
2010,M,80+,Both,0,85826,0
2010,M,80+,Prescription,3,85826,3.495444271
2010,M,80+,Illicit,0,85826,0
2010,T,Total,Neither,185,6724540,2.7511175486
2010,T,Total,Both,91,6724540,1.3532524158
2010,T,Total,Prescription,614,6724540,9.1307360801
2010,T,Total,Illicit,132,6724540,1.9629595482
2010,T,0-9,Neither,0,869534,0
2010,T,0-9,Both,0,869534,0
2010,T,0-9,Prescription,2,869534,0.2300082573
2010,T,0-9,Illicit,0,869534,0
2010,T,10-19,Neither,5,900361,0.5553328054
2010,T,10-19,Both,2,900361,0.2221331222
2010,T,10-19,Prescription,16,900361,1.7770649773
2010,T,10-19,Illicit,4,900361,0.4442662443
2010,T,20-29,Neither,24,941910,2.5480141415
2010,T,20-29,Both,21,941910,2.2295123738
2010,T,20-29,Prescription,63,941910,6.6885371214
2010,T,20-29,Illicit,20,941910,2.1233451179
2010,T,30-39,Neither,31,901990,3.4368451978
2010,T,30-39,Both,11,901990,1.2195257154
2010,T,30-39,Prescription,109,901990,12.08439118
2010,T,30-39,Illicit,20,901990,2.2173194825
2010,T,40-49,Neither,45,952607,4.7238787874
2010,T,40-49,Both,31,952607,3.2542276091
2010,T,40-49,Prescription,168,952607,17.63581414
2010,T,40-49,Illicit,56,952607,5.8786047132
2010,T,50-59,Neither,53,948374,5.5885125488
2010,T,50-59,Both,22,948374,2.3197599259
2010,T,50-59,Prescription,178,948374,18.768966673
2010,T,50-59,Illicit,26,948374,2.7415344579
2010,T,60-69,Neither,15,652561,2.2986356831
2010,T,60-69,Both,4,652561,0.6129695155
2010,T,60-69,Prescription,58,652561,8.8880579747
2010,T,60-69,Illicit,6,652561,0.9194542732
2010,T,70-79,Neither,8,328814,2.43298643
2010,T,70-79,Both,0,328814,0
2010,T,70-79,Prescription,14,328814,4.2577262525
2010,T,70-79,Illicit,0,328814,0
2010,T,80+,Neither,4,228389,1.7513978344
2010,T,80+,Both,0,228389,0
2010,T,80+,Prescription,6,228389,2.6270967516
2010,T,80+,Illicit,0,228389,0
